test instance:16, number of pickup points: 40, number of delivery points: 100, number of orders: 200, number of riders: 100
nodes:
[no:1, type:'pickup point', x:0.834, y:1.197]
[no:135, pickup point: 27, delivery point: 135, distance: 2.742, earliest pickup time: 0.54, latest pick time: 0.78, pickup time: 0.17, earliest delivery time: 1.68, latest delivery time: 1.92, delivery time: 0.14]
[no:136, pickup point: 10, delivery point: 114, distance: 6.524, earliest pickup time: 0.57, latest pick time: 0.68, pickup time: 0.16, earliest delivery time: 2.58, latest delivery time: 2.76, delivery time: 0.13]
[no:137, pickup point: 15, delivery point: 48, distance: 3.5, earliest pickup time: 0.57, latest pick time: 0.69, pickup time: 0.18, earliest delivery time: 1.8, latest delivery time: 2.03, delivery time: 0.17]
[no:138, pickup point: 1, delivery point: 109, distance: 8.114, earliest pickup time: 0.59, latest pick time: 0.69, pickup time: 0.2, earliest delivery time: 3.06, latest delivery time: 3.19, delivery time: 0.17]
[no:139, pickup point: 11, delivery point: 70, distance: 1.748, earliest pickup time: 0.59, latest pick time: 0.72, pickup time: 0.15, earliest delivery time: 1.34, latest delivery time: 1.54, delivery time: 0.16]
[no:140, pickup point: 24, delivery point: 98, distance: 3.271, earliest pickup time: 0.6, latest pick time: 0.72, pickup time: 0.11, earliest delivery time: 1.7, latest delivery time: 1.85, delivery time: 0.12]
[no:141, pickup point: 38, delivery point: 69, distance: 6.301, earliest pickup time: 0.61, latest pick time: 0.82, pickup time: 0.15, earliest delivery time: 2.66, latest delivery time: 2.8, delivery time: 0.13]
[no:142, pickup point: 7, delivery point: 105, distance: 1.91, earliest pickup time: 0.62, latest pick time: 0.8, pickup time: 0.15, earliest delivery time: 1.46, latest delivery time: 1.64, delivery time: 0.15]
[no:143, pickup point: 30, delivery point: 123, distance: 7.904, earliest pickup time: 0.64, latest pick time: 0.75, pickup time: 0.1, earliest delivery time: 2.96, latest delivery time: 3.12, delivery time: 0.15]
[no:144, pickup point: 1, delivery point: 95, distance: 11.743, earliest pickup time: 0.65, latest pick time: 0.78, pickup time: 0.14, earliest delivery time: 4.05, latest delivery time: 4.16, delivery time: 0.14]
[no:145, pickup point: 13, delivery point: 63, distance: 3.638, earliest pickup time: 0.65, latest pick time: 0.81, pickup time: 0.18, earliest delivery time: 1.97, latest delivery time: 2.08, delivery time: 0.15]
[no:146, pickup point: 19, delivery point: 121, distance: 3.444, earliest pickup time: 0.65, latest pick time: 0.88, pickup time: 0.12, earliest delivery time: 1.91, latest delivery time: 2.12, delivery time: 0.19]
[no:147, pickup point: 18, delivery point: 107, distance: 4.093, earliest pickup time: 0.66, latest pick time: 0.8, pickup time: 0.1, earliest delivery time: 2.0, latest delivery time: 2.17, delivery time: 0.11]
[no:148, pickup point: 4, delivery point: 126, distance: 4.533, earliest pickup time: 0.67, latest pick time: 0.9, pickup time: 0.14, earliest delivery time: 2.25, latest delivery time: 2.47, delivery time: 0.16]
[no:149, pickup point: 38, delivery point: 74, distance: 7.75, earliest pickup time: 0.68, latest pick time: 0.79, pickup time: 0.14, earliest delivery time: 3.0, latest delivery time: 3.11, delivery time: 0.14]
[no:150, pickup point: 24, delivery point: 130, distance: 4.616, earliest pickup time: 0.68, latest pick time: 0.89, pickup time: 0.14, earliest delivery time: 2.26, latest delivery time: 2.46, delivery time: 0.17]
[no:151, pickup point: 19, delivery point: 83, distance: 2.972, earliest pickup time: 0.69, latest pick time: 0.9, pickup time: 0.15, earliest delivery time: 1.84, latest delivery time: 2.04, delivery time: 0.2]
[no:152, pickup point: 15, delivery point: 120, distance: 6.97, earliest pickup time: 0.69, latest pick time: 0.92, pickup time: 0.17, earliest delivery time: 2.95, latest delivery time: 3.16, delivery time: 0.13]
[no:153, pickup point: 3, delivery point: 98, distance: 2.9, earliest pickup time: 0.7, latest pick time: 0.92, pickup time: 0.18, earliest delivery time: 1.87, latest delivery time: 1.99, delivery time: 0.18]
[no:154, pickup point: 12, delivery point: 53, distance: 8.024, earliest pickup time: 0.71, latest pick time: 0.82, pickup time: 0.19, earliest delivery time: 3.15, latest delivery time: 3.27, delivery time: 0.13]
[no:155, pickup point: 7, delivery point: 67, distance: 3.992, earliest pickup time: 0.72, latest pick time: 0.88, pickup time: 0.12, earliest delivery time: 2.07, latest delivery time: 2.26, delivery time: 0.11]
[no:156, pickup point: 24, delivery point: 63, distance: 0.262, earliest pickup time: 0.72, latest pick time: 0.9, pickup time: 0.11, earliest delivery time: 1.09, latest delivery time: 1.23, delivery time: 0.11]
[no:157, pickup point: 38, delivery point: 61, distance: 3.983, earliest pickup time: 0.72, latest pick time: 0.92, pickup time: 0.16, earliest delivery time: 2.14, latest delivery time: 2.39, delivery time: 0.13]
[no:158, pickup point: 7, delivery point: 105, distance: 1.91, earliest pickup time: 0.73, latest pick time: 0.84, pickup time: 0.17, earliest delivery time: 1.52, latest delivery time: 1.73, delivery time: 0.18]
[no:159, pickup point: 19, delivery point: 124, distance: 3.492, earliest pickup time: 0.73, latest pick time: 0.85, pickup time: 0.18, earliest delivery time: 1.96, latest delivery time: 2.2, delivery time: 0.13]
[no:160, pickup point: 33, delivery point: 132, distance: 4.252, earliest pickup time: 0.74, latest pick time: 0.89, pickup time: 0.16, earliest delivery time: 2.19, latest delivery time: 2.33, delivery time: 0.13]
[no:161, pickup point: 17, delivery point: 80, distance: 6.255, earliest pickup time: 0.74, latest pick time: 0.89, pickup time: 0.16, earliest delivery time: 2.72, latest delivery time: 2.94, delivery time: 0.2]
[no:162, pickup point: 25, delivery point: 49, distance: 9.865, earliest pickup time: 0.74, latest pick time: 0.9, pickup time: 0.2, earliest delivery time: 3.73, latest delivery time: 3.94, delivery time: 0.16]
[no:163, pickup point: 1, delivery point: 76, distance: 4.036, earliest pickup time: 0.75, latest pick time: 0.85, pickup time: 0.14, earliest delivery time: 2.06, latest delivery time: 2.24, delivery time: 0.16]
[no:164, pickup point: 34, delivery point: 79, distance: 3.757, earliest pickup time: 0.75, latest pick time: 0.86, pickup time: 0.12, earliest delivery time: 1.99, latest delivery time: 2.21, delivery time: 0.11]
[no:165, pickup point: 20, delivery point: 43, distance: 2.56, earliest pickup time: 0.76, latest pick time: 0.94, pickup time: 0.14, earliest delivery time: 1.76, latest delivery time: 1.98, delivery time: 0.16]
[no:166, pickup point: 31, delivery point: 81, distance: 2.443, earliest pickup time: 0.76, latest pick time: 0.97, pickup time: 0.13, earliest delivery time: 1.75, latest delivery time: 1.93, delivery time: 0.19]
[no:167, pickup point: 8, delivery point: 116, distance: 7.438, earliest pickup time: 0.77, latest pick time: 0.9, pickup time: 0.12, earliest delivery time: 3.0, latest delivery time: 3.18, delivery time: 0.16]
[no:168, pickup point: 40, delivery point: 48, distance: 6.871, earliest pickup time: 0.77, latest pick time: 0.92, pickup time: 0.14, earliest delivery time: 2.89, latest delivery time: 3.03, delivery time: 0.13]
[no:169, pickup point: 16, delivery point: 46, distance: 2.078, earliest pickup time: 0.77, latest pick time: 0.98, pickup time: 0.15, earliest delivery time: 1.69, latest delivery time: 1.88, delivery time: 0.14]
[no:170, pickup point: 20, delivery point: 50, distance: 5.464, earliest pickup time: 0.77, latest pick time: 0.99, pickup time: 0.2, earliest delivery time: 2.64, latest delivery time: 2.83, delivery time: 0.14]
[no:171, pickup point: 26, delivery point: 99, distance: 2.62, earliest pickup time: 0.78, latest pick time: 0.93, pickup time: 0.14, earliest delivery time: 1.76, latest delivery time: 1.94, delivery time: 0.17]
[no:172, pickup point: 5, delivery point: 114, distance: 1.725, earliest pickup time: 0.79, latest pick time: 0.98, pickup time: 0.12, earliest delivery time: 1.56, latest delivery time: 1.71, delivery time: 0.12]
[no:173, pickup point: 9, delivery point: 109, distance: 3.605, earliest pickup time: 0.8, latest pick time: 0.9, pickup time: 0.1, earliest delivery time: 1.97, latest delivery time: 2.15, delivery time: 0.16]
[no:174, pickup point: 16, delivery point: 69, distance: 3.857, earliest pickup time: 0.8, latest pick time: 0.92, pickup time: 0.11, earliest delivery time: 2.06, latest delivery time: 2.24, delivery time: 0.16]
[no:175, pickup point: 40, delivery point: 114, distance: 1.346, earliest pickup time: 0.8, latest pick time: 0.94, pickup time: 0.17, earliest delivery time: 1.47, latest delivery time: 1.69, delivery time: 0.17]
[no:176, pickup point: 10, delivery point: 68, distance: 3.981, earliest pickup time: 0.81, latest pick time: 0.98, pickup time: 0.17, earliest delivery time: 2.21, latest delivery time: 2.46, delivery time: 0.15]
[no:177, pickup point: 40, delivery point: 55, distance: 2.579, earliest pickup time: 0.81, latest pick time: 0.99, pickup time: 0.14, earliest delivery time: 1.81, latest delivery time: 2.02, delivery time: 0.13]
[no:178, pickup point: 32, delivery point: 81, distance: 2.48, earliest pickup time: 0.82, latest pick time: 0.93, pickup time: 0.19, earliest delivery time: 1.77, latest delivery time: 1.97, delivery time: 0.15]
[no:179, pickup point: 23, delivery point: 91, distance: 9.344, earliest pickup time: 0.82, latest pick time: 0.97, pickup time: 0.18, earliest delivery time: 3.63, latest delivery time: 3.86, delivery time: 0.11]
[no:180, pickup point: 18, delivery point: 91, distance: 8.695, earliest pickup time: 0.82, latest pick time: 1.01, pickup time: 0.17, earliest delivery time: 3.5, latest delivery time: 3.7, delivery time: 0.15]
[no:181, pickup point: 5, delivery point: 49, distance: 8.438, earliest pickup time: 0.82, latest pick time: 1.03, pickup time: 0.19, earliest delivery time: 3.47, latest delivery time: 3.64, delivery time: 0.16]
[no:182, pickup point: 9, delivery point: 72, distance: 5.176, earliest pickup time: 0.83, latest pick time: 0.94, pickup time: 0.16, earliest delivery time: 2.49, latest delivery time: 2.6, delivery time: 0.16]
[no:183, pickup point: 4, delivery point: 51, distance: 5.575, earliest pickup time: 0.83, latest pick time: 1.04, pickup time: 0.13, earliest delivery time: 2.66, latest delivery time: 2.9, delivery time: 0.2]
[no:184, pickup point: 3, delivery point: 70, distance: 2.615, earliest pickup time: 0.84, latest pick time: 0.95, pickup time: 0.15, earliest delivery time: 1.8, latest delivery time: 1.97, delivery time: 0.17]
[no:185, pickup point: 14, delivery point: 110, distance: 6.986, earliest pickup time: 0.84, latest pick time: 0.95, pickup time: 0.18, earliest delivery time: 2.99, latest delivery time: 3.15, delivery time: 0.1]
[no:186, pickup point: 6, delivery point: 62, distance: 7.755, earliest pickup time: 0.84, latest pick time: 1.05, pickup time: 0.19, earliest delivery time: 3.31, latest delivery time: 3.46, delivery time: 0.11]
[no:187, pickup point: 38, delivery point: 86, distance: 8.788, earliest pickup time: 0.86, latest pick time: 1.0, pickup time: 0.19, earliest delivery time: 3.54, latest delivery time: 3.73, delivery time: 0.12]
[no:188, pickup point: 32, delivery point: 47, distance: 3.722, earliest pickup time: 0.88, latest pick time: 1.05, pickup time: 0.13, earliest delivery time: 2.17, latest delivery time: 2.3, delivery time: 0.1]
[no:189, pickup point: 17, delivery point: 98, distance: 3.925, earliest pickup time: 0.88, latest pick time: 1.07, pickup time: 0.17, earliest delivery time: 2.29, latest delivery time: 2.49, delivery time: 0.17]
[no:190, pickup point: 30, delivery point: 128, distance: 6.05, earliest pickup time: 0.9, latest pick time: 1.04, pickup time: 0.1, earliest delivery time: 2.76, latest delivery time: 2.92, delivery time: 0.11]
[no:191, pickup point: 25, delivery point: 135, distance: 5.714, earliest pickup time: 0.9, latest pick time: 1.13, pickup time: 0.17, earliest delivery time: 2.83, latest delivery time: 3.01, delivery time: 0.19]
[no:192, pickup point: 3, delivery point: 120, distance: 1.639, earliest pickup time: 0.9, latest pick time: 1.13, pickup time: 0.18, earliest delivery time: 1.75, latest delivery time: 1.86, delivery time: 0.14]
[no:193, pickup point: 16, delivery point: 134, distance: 4.789, earliest pickup time: 0.9, latest pick time: 1.14, pickup time: 0.17, earliest delivery time: 2.59, latest delivery time: 2.81, delivery time: 0.2]
[no:194, pickup point: 10, delivery point: 56, distance: 5.176, earliest pickup time: 0.91, latest pick time: 1.05, pickup time: 0.17, earliest delivery time: 2.61, latest delivery time: 2.73, delivery time: 0.15]
[no:195, pickup point: 33, delivery point: 103, distance: 6.372, earliest pickup time: 0.91, latest pick time: 1.06, pickup time: 0.17, earliest delivery time: 2.93, latest delivery time: 3.17, delivery time: 0.18]
[no:196, pickup point: 5, delivery point: 78, distance: 2.529, earliest pickup time: 0.92, latest pick time: 1.06, pickup time: 0.12, earliest delivery time: 1.86, latest delivery time: 2.02, delivery time: 0.16]
[no:197, pickup point: 31, delivery point: 55, distance: 2.546, earliest pickup time: 0.93, latest pick time: 1.04, pickup time: 0.15, earliest delivery time: 1.87, latest delivery time: 2.0, delivery time: 0.16]
[no:198, pickup point: 4, delivery point: 134, distance: 4.555, earliest pickup time: 0.93, latest pick time: 1.06, pickup time: 0.14, earliest delivery time: 2.41, latest delivery time: 2.53, delivery time: 0.17]
[no:199, pickup point: 15, delivery point: 54, distance: 8.546, earliest pickup time: 0.93, latest pick time: 1.15, pickup time: 0.13, earliest delivery time: 3.55, latest delivery time: 3.76, delivery time: 0.14]
[no:200, pickup point: 4, delivery point: 73, distance: 1.4, earliest pickup time: 0.94, latest pick time: 1.14, pickup time: 0.12, earliest delivery time: 1.63, latest delivery time: 1.79, delivery time: 0.12]
riders: 
[no:1, speed: 19.087, capacity: 7, x: 1.517, y:1.7]
[no:2, speed: 15.473, capacity: 8, x: 5.607, y:5.445]
[no:3, speed: 16.214, capacity: 6, x: 0.003, y:3.394]
[no:4, speed: 15.431, capacity: 7, x: 3.948, y:7.281]
[no:5, speed: 19.838, capacity: 4, x: 0.996, y:0.695]
[no:6, speed: 17.941, capacity: 5, x: 9.71, y:0.732]
[no:7, speed: 16.585, capacity: 4, x: 0.791, y:8.941]
[no:8, speed: 16.316, capacity: 8, x: 3.128, y:9.332]
[no:9, speed: 17.56, capacity: 6, x: 7.518, y:3.499]
[no:10, speed: 16.574, capacity: 5, x: 0.865, y:5.487]
[no:11, speed: 18.52, capacity: 6, x: 5.559, y:1.929]
[no:12, speed: 19.725, capacity: 5, x: 8.428, y:6.208]
[no:13, speed: 17.445, capacity: 5, x: 1.181, y:8.909]
[no:14, speed: 17.948, capacity: 4, x: 9.564, y:0.668]
[no:15, speed: 17.8, capacity: 7, x: 1.587, y:7.69]
[no:16, speed: 18.574, capacity: 5, x: 6.151, y:4.633]
[no:17, speed: 17.038, capacity: 7, x: 2.127, y:4.385]
[no:18, speed: 16.069, capacity: 4, x: 4.54, y:9.299]
[no:19, speed: 16.159, capacity: 6, x: 8.89, y:3.874]
[no:20, speed: 18.416, capacity: 8, x: 6.824, y:4.588]
